,image_name, comment_number, comment
12019,4625152980.jpg,4, A cadet tossing his firearm into the air for during a celebration .
12020,6279531366.jpg,2, a yard man in the middle checking green bushes .
12021,4524196235.jpg,3, A man standing on a bridge under a crane .
12022,3572872724.jpg,0, A member of the army is walking with a German Shepard while the dog has something in has mouth .
12023,4715971264.jpg,4, One handsome looking man is juggling three green balls .
12024,485909472.jpg,2, Several people are walking through a lush garden .
12025,491876784.jpg,3, A man suspiciously eyes the camera while eating .
12026,2286239223.jpg,2, A man and a woman sit on a bench outdoors .
12027,3664297064.jpg,4, Five girls on a carnival ride .
12028,7808717546.jpg,3, Some people paddling near the shore of a river .
12029,1414911626.jpg,0, Red white and blue SUV patrolling the beach and shoreline on a cloudy day while seagulls walk in the sand .
12030,3110818388.jpg,1, Two people 's hands ; one of them is doing the other 's nails with an emery board .
12031,4483555682.jpg,2, street performer with striped shirt and red nose holding a glass globe .
12032,5776639717.jpg,2," A man in a suit is a playing a one man band with a harmonica , guitar , amp and microphone in the street ."
12033,2944836001.jpg,4, A black dog leaps for a ball held by a man .
12034,362143915.jpg,0, A man with brown hair hanging in his face stands over a grill as he is cooking meat .
12035,485741580.jpg,1, The dog is sleeping in the vehicle .
12036,2044172209.jpg,3, A pharmacist is at work filling prescriptions .
12037,3721604285.jpg,0," Two men , each wearing a white tee-shirt and headphones make adjustments to a machine while shaded by a dark umbrella-like contraption ."
12038,5458061796.jpg,0, About 20 dark complected men standing with their backs towards us raising both hands in the air .
12039,2788628994.jpg,2, A man in a blue jacket bikes down a forest path .
12040,2230971412.jpg,4, Two women are smiling at an event .
12041,1067790824.jpg,2, The two large dogs are running through sand .
12042,4860254827.jpg,3, A bunch of seniors gathered in one area .
12043,1420461308.jpg,1, Teenagers wearing jeans and sweatshirts are sitting on steps .
12044,7712229454.jpg,0," An athletic woman wearing blue and red shorts stands between the white lines on the rust-colored court and attempts to throw the javelin , while cameramen stand by ."
12045,4874068843.jpg,1, Men are digging under a bridge with wood and bricks present .
12046,1733671069.jpg,1, A blond man passionately sings into the microphone .
12047,1499581619.jpg,3, There is a couple kissing on the beach .
12048,4613262585.jpg,1, A little girl with pink pants sits on a man 's shoulders .
12049,449764037.jpg,4, A couple that looks like they are in love .
12050,4532878470.jpg,1, A crew is filming a scene for a movie or TV show on a street .
12051,186758532.jpg,2, Young boy in a red swimsuit jumps in excitement at the beach .
12052,2090723611.jpg,2, Two dogs of different breeds are standing in a pasture .
12053,4644618443.jpg,3, Two people sitting down outside of a glass building .
12054,4368364278.jpg,2, A man and woman with name tags on chat with others in a hotel lobby .
12055,6194740899.jpg,3, A young boy in a gown mixing paint with odd colored pants .
12056,17185253.jpg,4, Elderly people sitting at a bench .
12057,4757330571.jpg,2, A man carrying bags on his shoulders looks behind him as he crosses the street .
12058,8180474484.jpg,0," A car drives through a muddy area on a dirt track , spraying water and mud everywhere ."
12059,2088460083.jpg,3, A broken down hummer gets towed on a truck bed .
12060,4824029457.jpg,0, A young blond-haired boy stands in a puddle of pooling water that streams from the side of a building .
12061,2705793985.jpg,0, A black and white dog in a blue harness running through a grassy field .
12062,824782868.jpg,4, A young girl laughing .
12063,3667404919.jpg,1, A person on a bike and wearing a helmet rides through a wooded area .
12064,2971381841.jpg,1, Several people gathered in a kitchen around an island eating .
12065,3532761259.jpg,2, Two women wearing red are smiling at the camera .
12066,4654256786.jpg,4, A man sits with his back to the camera .
12067,5411504795.jpg,1, An innocent child exploring what nature has to offer
12068,2658667254.jpg,2, Women holding up little girl on beach .
12069,529114761.jpg,0, Two lone men in dark clothes stroll separately across an otherwise deserted brick plaza .
12070,4862804270.jpg,3, Street view of the Orient Hotel .
12071,4443087970.jpg,4, People walking down the busy streets in a city .
12072,4075175810.jpg,1, A group of people running a marathon while spectators watch .
12073,241346402.jpg,4, A man in sunglasses and a blue cap looking onward .
12074,2329299623.jpg,4, A woman saws a board with a man watching over her .
12075,447686870.jpg,1, A woman in a white and blue tank carries a tray of food on her head while walking in front of a church .
12076,4236435111.jpg,2," Three women dressed up , smiling and walking in the wind ."
12077,4968323199.jpg,0, An older man with work gloves holds the handrail while wearing a helmet with a flashlight attached .
12078,4812310213.jpg,4, Apples at an outdoor market .
12079,3669635757.jpg,4, A child is in a ball pit while three adults watch her .
12080,1028982826.jpg,2," Two men sitting on a bench talking , with a billboard advertisement for glasses in the background ."
12081,4871649486.jpg,2, Tourists are shopping at a British gift stand .
12082,1332815795.jpg,0, a young baby girl wearing a white outfit swinging in a baby swing
12083,3535372414.jpg,3, A woman poses with a small girl in front of a flower bush .
12084,510372508.jpg,3, People walking down a city street .
12085,3078229723.jpg,4, Two young boys hold a man 's hands .
12086,1013536888.jpg,2, A man with a balloon hat and people eating outdoors at picnic tables .
12087,3799980514.jpg,3, A man sitting before a microphone is preparing to play the guitar .
12088,96978713.jpg,3, People crossing a long bridge over a canyon with a river .
12089,3166366760.jpg,2, A mountain biker is riding on a woodland path .
12090,261391148.jpg,2," Man on a busy day of work , in the process of completing a construction work ."
12091,567526452.jpg,3, Road workers work on a road near a railroad crossing .
12092,267216971.jpg,3, A man is selling fish in a blue booth .
12093,3165123595.jpg,0, Four men in red vests with crosses on them ski on a mountain .
12094,2696636252.jpg,4, A man is skating on a rail .
12095,380537190.jpg,1, People shop for fresh produce at an outdoor market in the city .
12096,5806219410.jpg,1, Two female Army personnel are handling a lot of paperwork at one desk .
12097,1813069437.jpg,0, A shirtless man wearing a white turban is climbing a tree trunk .
12098,746568292.jpg,1, A man in a red and black biking outfit rides his bike on a bridge over a body of water .
12099,4324771398.jpg,0, A little girl with a black bandanna on her hair is posing for a picture while she searches for a four leaf clover
12100,7090197245.jpg,3, A small child on a rotary swing ride at an amusement park .
12101,4948224114.jpg,0, A group of people dressed in red and blue stand in front of a door arch .
12102,267164457.jpg,0, There man on top of an snow covered mountain with a lake behind him .
12103,596562699.jpg,0," A man in jeans standing on the sidewalk , holding a motorcycle helmet , looking towards the road ."
12104,47529535.jpg,0, An african child carries an infant in swaddling cloth on her back .
12105,3207925823.jpg,3, A small oriental girl talks on a cellphone .
12106,2837808847.jpg,2, Two dogs stand back to back in the ocean .
12107,441817653.jpg,0," An old man with a long white beard , glasses , and a hat is sitting on a park bench ."
12108,6313705763.jpg,4, A man blowing in a long tube .
12109,2602679255.jpg,1, A woman wearing paint and costume pieces rides a bike on a busy street .
12110,249147570.jpg,4, This is a man in a photo booth .
12111,4740643779.jpg,1, A man trying to do some promotions for a new product in town .
12112,6988434736.jpg,3, A barber is giving a haircut to an elderly man outdoors .
12113,2353830402.jpg,4, A woman riding a bicycle next to a field .
12114,3051529200.jpg,3, Two women stand near a wall plastered with advertisements .
12115,3666537170.jpg,1, a young man wearing a red and white floral swinsuit falling into the beach
12116,470169044.jpg,3, A happy man climbs up a tall totem poll .
12117,6885986568.jpg,0, Rocks outside sitting in the sunlight chilling watching the sun come up .
12118,308014594.jpg,3, Two women in elaborate Japanese costumes .
12119,162534240.jpg,3, Man and women at a gathering or a bar or restaraunt .
12120,242558556.jpg,4, A woman poses for a picture outdoors .
12121,3467843559.jpg,4," Three boys pose on sidewalk , one boy holding a camera ."
12122,664470170.jpg,3, A baby and a toddler are smiling whilst playing in a nursery .
12123,4063229676.jpg,1, A man is doing a traditional dance in front of a painted Ukrainian backdrop .
12124,18105594.jpg,0, A girl wearing a blue short and yellow shirt uniform throws a yellow softball while a girl in a black and red short uniform and red helmet runs .
12125,3356642567.jpg,1, A girl in a white and pink sweater is looking up through tree branches .
12126,304988555.jpg,0, Members of the military gather around some vehicles at night .
12127,4954827712.jpg,1, Two people walking on dirt in front of a very large building .
12128,1394396709.jpg,4, A dog retrieving in the water .
12129,4088604271.jpg,0," A group of children , standing in a circle , holding hands ."
12130,4146150983.jpg,1, A soldier and a young girl stand in line at cafeteria .
12131,8016751611.jpg,0," Five cyclists , all wearing the same uniforms , are riding one behind the other in a bicycle race ."
12132,4567455846.jpg,0, A woman carrying a guitar is walking through a wooded area .
12133,4179301928.jpg,1, A man in a sweater is on the left side of a seesaw with a woman in blue on the right side .
12134,3827228248.jpg,4, A trail going through a mountain range .
12135,3583704941.jpg,4, A woman on a horse .
12136,2652843146.jpg,0, A group of men watch on as another man is seasoning the remains of an animal to barbecue near a barn .
12137,1146490295.jpg,0, A man in a white shirt is talking with two men and two women sitting on a bench .
12138,1141643526.jpg,0," A group of people gather in a bar , and one man in a black shirt holds his arm and signals to the camera ."
12139,8236263716.jpg,2, Two horse back riders riding on a dirt path .
